accountNumber,accountHolderFirstName,accountHolderLastName,balance,interest
8374953882,Trudie,Hallihane,868700.387,0.04
2857958405,Munroe,Sadlier,263774.378,0.03
8996604951,Dynah,Merrisson,4649401.263,0.02
1425041767,Eilis,Bartomieu,3419463.835,0.03
7124920270,Jodie,Lewisham,587070.878,0.01
2538745072,Lonna,Mincher,906126.454,0.02
9999869104,Ivor,D'Elias,4716706.587,0.03
2846588104,Pietrek,Ventura,1027149.011,0.02
1505821528,Fred,McRavey,2658878.407,0.04
4070688489,Cherrita,Rubi,1432099.724,0.02
4851337445,Buddy,Mixture,929159.461,0.04
7401258048,Northrup,Baldcock,2720891.229,0.04
2497550466,Jana,Degoy,1867966.546,0.02
7770172694,Bat,Ventam,3852422.457,0.04
1823018330,Dynah,Ruggiero,173409.27,0.02
9981850568,Alissa,O' Gara,1209354.367,0.03
2342652778,Rori,Songhurst,3280440.475,0.04
9805592875,Juana,Francello,172319.227,0.04
8690276264,Grantley,Peet,530969.714,0.05
4409893042,Berri,Ruppertz,2121721.453,0.04
1283300699,Ricky,Cornborough,2072302.996,0.04
5355489126,Jamison,Drivers,4645682.157,0.02
3992464316,Ewen,Midford,3023148.953,0.04
4339923204,Karlene,Baser,2520594.984,0.05
4278172280,Parry,Seefus,4826759.414,0.03
6611444105,Damian,Aronsohn,3052706.602,0.05
4840868827,Peadar,Tinsey,4020427.647,0.05
3844682121,Marika,Dutteridge,4692364.752,0.01
6976032272,Leighton,Gowanson,451192.192,0.02
3028588683,Con,Benadette,2787551.63,0.03
7637046533,Madge,MacKim,4280553.366,0.01
7900449043,Christiano,Spinello,4249332.274,0.04
9399255075,Butch,Crose,3280468.372,0.03
1899392062,Auberon,Becks,4117515.044,0.02
7390863475,Tamarah,Poundesford,4779150.702,0.04
8904097514,Vonni,Ionesco,1340311.075,0.03
9724766479,Winny,Querree,1476767.334,0.05
1695689971,Donielle,Stephens,841388.84,0.02
4878712080,Tally,Galiero,3201635.701,0.04
7739023970,Emilia,Gobell,3402435.273,0.03
6659531718,Joellyn,Hoyes,4039439.7,0.03
7838563253,Erhart,Rao,4610239.468,0.04
4480144166,Pascal,Lawful,3137317.371,0.02
8644893982,Aviva,Slad,3822509.171,0.02
7408456443,Isaac,Bouldon,1108012.102,0.03
8784005113,Bliss,Veronique,3682886.742,0.01
7379975043,Davide,Lark,4265529.655,0.03
9952923227,Ettore,Reyne,3093575.971,0.05
6528708871,Jennica,Rembrandt,1049231.235,0.04
4303373906,Dulcinea,Baggallay,3801659.524,0.02
6377497695,Lilllie,Roper,3895480.112,0.02
6982294700,Mira,Lumbley,3879468.285,0.04
7746210418,Verile,Yurivtsev,4126264.213,0.03
3058625087,Vivianne,Annott,501065.944,0.01
8754739904,Martha,Penquet,2651953.591,0.04
5205216598,Gerladina,Bollin,4637098.177,0.03
4828350755,Juli,Lazare,59790.017,0.02
2656650358,Margaretha,Eastup,1110030.847,0.03
7070105592,Cirillo,O'Hartagan,2023862.524,0.04
3112137864,Welch,Leaming,2146200.622,0.05
7912437872,Lynette,Zanetto,3874661.054,0.04
9727109680,Madge,Fellenor,2895294.49,0.03
2253997583,Sidonnie,Penhale,78941.379,0.04
4699499287,Marietta,Paice,1834133.725,0.05
8281580372,Ludovico,Burdikin,3007388.208,0.04
2315682145,Sigismond,Johnstone,696821.676,0.05
1734096197,Tomaso,McAne,84004.601,0.03
5436284520,Anjela,Lovering,949852.753,0.02
6241760712,Wallis,Seamen,4166143.507,0.03
3311937558,Hayward,McKomb,310890.741,0.02
4202018830,Bronson,Pavek,3321804.663,0.02
1708784182,Hamlen,Zorzetti,3859464.317,0.04
7996507870,Kandace,Dabel,2897390.484,0.04
2779288834,Lynnea,Attwill,4771495.437,0.03
1564300237,Kristos,Withrop,2525113.081,0.05
8075389247,La verne,Sturgess,4451652.437,0.04
4469897772,Beverie,Keenlyside,1218864.505,0.04
3272387159,Samuel,Topper,2939583.412,0.04
6571597017,Brent,Millgate,1649177.416,0.01
9459955389,Marieann,Beetlestone,1205742.096,0.03
9475025277,Vicki,Glader,4563197.967,0.03
7277674812,Yanaton,Theyer,3844884.937,0.02
4864721386,Norry,Wimlet,841147.626,0.01
2184703685,Tonia,Keyzor,351805.966,0.03
1622338712,Hilliary,Branston,3082628.512,0.03
6949131605,Noell,Clarson,4628189.256,0.04
4615785077,Jodie,Jacklings,1227284.006,0.02
7128540700,Carmina,Dugood,2793937.625,0.01
8732840044,Cheri,Measor,324977.035,0.03
5030690755,Hyacinthia,Farres,3334080.86,0.05
7863382597,Jammal,Deinhard,1436471.804,0.04
9383861891,Anya,Wines,2940059.454,0.02
2943902548,Valerie,Lingwood,294062.014,0.04
5876009075,Berkie,Lerohan,4682519.846,0.01
1870254392,Winston,Spendlove,4397661.766,0.03
8211717178,Dannel,Farnfield,4661785.25,0.04
9837792882,Henrik,Rushbury,2151536.962,0.02
4922759447,Matilde,Cave,1332973.602,0.03
8160238699,Mame,Dybell,1560407.516,0.03
1669258568,Zarah,Janik,4099405.702,0.03
1306692975,Colleen,Pendrigh,2884780.68,0.02
2427945893,Essy,Vasyatkin,1669566.9,0.01
1104353758,Ortensia,Ganter,1375920.531,0.04
2415677134,Elayne,Popescu,4401461.557,0.01
2672922903,Lenard,Bellord,995579.903,0.02
7638775256,Mary,Stackbridge,3160947.779,0.04
7728093331,Ramsey,Sturgess,2252831.52,0.05
2681990609,Weber,Caldicot,1480038.545,0.04
8577787700,Dominica,Poile,521832.026,0.02
3103769513,Tony,Wetherald,2138833.088,0.02
5202886474,Jade,O'Cannavan,3481107.597,0.02
2234186409,Dulcy,Fairchild,2421838.205,0.03
5910025850,Clea,Hurley,3828836.968,0.03
6841030555,Virgina,Hugonnet,343728.984,0.02
3611118541,Harp,Coster,1048022.378,0.02
7276043358,Valenka,Pennick,938717.108,0.01
2814480942,Rivy,Fowlie,842367.039,0.02
2335974960,Zabrina,Coatsworth,1664422.874,0.03
9405805011,Evangelin,Layfield,3015124.115,0.04
8718128498,Nyssa,Widdall,3027476.166,0.03
6501868265,Dur,Trevance,4876727.558,0.02
7517308382,Darcey,Saunders,2047957.312,0.03
1122469326,Ingunna,Guilaem,3056256.125,0.01
8694680869,Louisette,Peggrem,3921387.509,0.02
9611504524,Harli,Vinnicombe,4555018.624,0.04
7001188205,Kylynn,Swiffan,1247919.866,0.03
9153310663,Augusto,Burgill,2320606.104,0.01
1305659855,Puff,Stivani,3073401.413,0.03
4912645762,Benoit,McCullen,1592931.354,0.04
9038586209,Brandy,Danneil,2949476.454,0.04
3523650673,Frieda,Doxsey,4364715.327,0.04
6739988289,Betty,Chark,4024817.422,0.02
5467362352,Judith,Burgoin,1675888.789,0.03
6188481040,Morganica,Millimoe,1734875.092,0.04
2945003400,Traci,Durrad,4345295.595,0.02
7210278791,Tessie,Slany,3098146.356,0.04
3784856453,Sibilla,Pitkeathly,1695464.481,0.02
5649802007,Marigold,Sefton,3895152.386,0.05
7818790090,Wilhelm,Grimsditch,4620123.977,0.03
6064386940,Lorenzo,Deamer,1780891.118,0.02
5599290753,Findley,Aindrais,3596358.059,0.03
8114229548,Chelsea,Mellor,1890083.282,0.01
5294076560,Trixi,Benny,4358213.356,0.04
5433372909,Issie,McKernon,4512246.167,0.04
6476870988,Arlee,Robard,4642255.493,0.04
9951079742,Herrick,Stollmeier,2123805.628,0.04
4243289383,Julian,Massei,3033608.964,0.02
9024883338,Peyter,Lanfear,3853156.312,0.04
7967977615,Joli,Botton,2803247.928,0.03
2226213492,Elena,Ors,2631760.998,0.03
9616944726,Ari,Plascott,1625237.82,0.05
6508495369,Gustave,Wyeth,2409623.393,0.03
1424804821,Arnold,Reggler,2171909.321,0.02
9009529118,Atalanta,Cornbill,3200068.492,0.02
1237867887,Stevie,Longmaid,4296395.875,0.02
8877323051,Brittney,Brugsma,1884352.416,0.02
8543520874,Becky,Maric,481862.295,0.03
6666823431,Wiley,Kneath,1454889.288,0.02
6104367285,Ewart,Atkyns,640482.672,0.05
9307410474,Jack,Reddyhoff,4279378.493,0.05
2364370059,Blancha,Magarrell,4919175.457,0.03
3212159084,Camilla,Osgodby,1430039.245,0.01
5009372788,Porty,Leedes,4777208.23,0.05
3561729672,Guthry,Klulik,329654.657,0.03
1714706416,Rafferty,Gothard,1360483.457,0.03
2223235750,Carr,Grivori,3268788.255,0.05
9301375419,Stormi,Kingsnode,2567203.716,0.03
8975455115,Jethro,Hazzard,3584650.696,0.01
6137476599,Augusta,Yallop,2163252.148,0.03
7083081036,Alessandra,Call,388406.982,0.04
8998390375,Barbara,McLucas,4366575.286,0.05
3083146386,Oralee,Brickstock,3091946.536,0.04
8959445911,Douglass,Bernardy,3895691.582,0.02
9533950755,Mateo,Twopenny,164206.597,0.02
8477007719,Reed,Murrison,3600573.79,0.02
5031121672,Edna,Openshaw,1006970.359,0.04
9344090783,Winthrop,Marskell,3967762.318,0.05
6146324173,Edita,Scimonelli,965230.937,0.03
4894433885,Roz,Everingham,1154274.025,0.04
3748111678,Hermie,Brayson,1708133.807,0.03
3522207976,Lammond,Escalera,1542228.395,0.03
6490874826,Zabrina,Palfrey,1546430.355,0.04
5720987464,Merline,Dener,1994791.871,0.01
6689102679,Korrie,Berzin,4429336.005,0.03
4715156720,Babbie,Inker,2986640.136,0.03
7536142327,Louie,Bohlens,4610600.246,0.02
3811448021,Godwin,Foster-Smith,804605.059,0.04
3750263276,Cara,Bowater,4096618.657,0.02
6372706882,Amalee,Guerri,3247550.52,0.02
7478955886,Simona,Conibear,3097073.405,0.02
4727995676,Cosimo,Iskowicz,5550.323,0.01
2028877724,Paten,Whittet,1719887.515,0.02
5085736982,Erhard,Sancroft,2959777.164,0.04
9915577457,Genni,Reedshaw,1710784.112,0.03
7453993487,Kissie,Garrit,4291903.455,0.03
3505658366,Natalya,Congreave,3521785.05,0.02
6673233335,Ingeborg,Bossingham,3173246.403,0.02
4507074379,Kimberlyn,Briers,4769974.238,0.05
8653708691,Susan,Saynor,2856647.338,0.03
7268575472,Witty,Tirte,2916858.815,0.02
2977742048,Jenny,Styles,3383508.982,0.05
5307506462,Rancell,Nekrews,212826.555,0.04
9753712214,Nicola,Gumbley,1590641.945,0.04
5170214727,Kellby,Soppitt,4615337.102,0.04
8851315659,Bradley,Kerwin,3979145.221,0.04
7220265890,Ransell,Lestor,3777815.729,0.05
2110400241,Dian,Sopper,1190901.641,0.04
8327618495,Brion,Tabbitt,4029174.203,0.01
5170726940,Reade,Shoard,4925894.295,0.03
3412995022,Silvia,Faunch,3095791.112,0.04
1419899505,Ardith,Barz,2548062.974,0.04
9202346157,Hayward,Battison,329025.286,0.02
4373283032,Laurent,Leward,3472327.904,0.01
6372440975,Toma,Boadby,3536054.474,0.02
8921107909,Torey,Douberday,2134028.806,0.04
2348728976,Sarette,Mordie,1088708.473,0.05
2411554815,Rhonda,Easom,2707224.968,0.03
8868928691,Laura,Perrycost,3338869.438,0.04
6143926889,Jobina,Keepence,3215602.677,0.03
3950919272,Adolphe,Wilprecht,3304863.782,0.05
6771079887,Adlai,Lansdowne,1751022.96,0.05
2605337744,Mallory,Feaks,1873892.554,0.05
1102636426,Rebekkah,Dehn,3114826.341,0.03
9875290041,Ragnar,Casaccio,2454793.741,0.03
9144303686,Kamillah,Oxherd,2015293.762,0.02
6702225726,Bobby,McLorinan,4728552.341,0.04
3773926458,Gill,Stathers,1457419.103,0.02
2147891024,Ciro,Hagart,34850.255,0.02
9540792097,Gloriane,Ducker,2734145.021,0.03
6440770617,Patsy,Theml,1488817.142,0.01
5954526563,Michel,Stutt,4018031.825,0.01
9708009865,Bran,Brickham,276188.914,0.01
6960271891,Godfrey,Tantrum,3135113.033,0.03
1006969180,Vanda,Wemyss,3569152.01,0.01
4289468685,Rois,Yaknov,1783850.103,0.02
3296399074,Bear,Dadley,3556815.215,0.03
4479805282,Nisse,Freddi,4699356.018,0.02
6097090314,Cello,Derisly,4690822.79,0.04
6047918020,Kira,Geraud,4593788.02,0.05
7169879822,Sholom,Shepcutt,1970446.749,0.02
7556947476,Daisie,Quarless,1036099.663,0.05
2944767731,Jan,Matei,2599167.951,0.02
3264849288,Artus,Tolchar,4129210.458,0.02
6122900447,Lek,Macconachy,1140334.717,0.02
4933800107,Serge,Poone,3065646.384,0.03
2565039382,Flor,Renowden,430987.512,0.05
9768550003,Tove,Chaize,4694429.431,0.04
2430263326,Gretel,Paute,2647817.453,0.03
8899689678,Etta,Younghusband,321619.391,0.03
7436678979,Enrichetta,Orritt,1717143.199,0.03
6911812517,Maurizia,Chastagnier,32489.499,0.03
6686925765,Julie,Haller,255601.138,0.02
2526572764,Rafferty,Burchess,4672401.054,0.01
7893671837,Ritchie,Gernier,2145984.679,0.05
4926333688,Pierce,Druitt,2764419.494,0.05
7109614588,Audrey,Greenacre,2835148.767,0.02
3643890140,Letty,Adamovsky,1230670.101,0.02
4896381837,Noll,Delahunty,3353976.864,0.01
3714429939,Beaufort,Salvador,3258030.789,0.02
1617836665,Fons,Kenan,595029.304,0.04
4112643849,Tasha,Purkiss,1374341.686,0.04
2232689013,Aurlie,Sabatini,4406116.581,0.05
4271046981,Reggy,Rattenberie,3253356.035,0.05
8247140727,Emmy,Bartlomiej,348447.344,0.04
6411809704,Gwenny,McCowan,962432.324,0.02
7057545089,Michale,Delacroux,1681863.142,0.04
4083632103,Tanya,Frandsen,3880325.201,0.02
9321913398,Darcy,Rubinovitsch,3068401.417,0.04
3182560060,Maia,Grannell,4197265.525,0.02
6594201730,Marissa,Shreeve,2070035.868,0.03
6048186591,Dynah,Starking,1326696.836,0.05
7097428253,Barney,Ring,93269.031,0.04
7588754292,Rory,Geffinger,4862085.03,0.01
4938294783,Ronda,Moreno,2842758.83,0.04
1214400888,Juanita,Ivkovic,4758957.346,0.02
5390701788,Jannelle,Pierson,1961507.118,0.02
1824365051,Florida,Franzonello,1821184.528,0.02
5112053171,Andrea,Sheron,3318476.752,0.04
3836698707,Linc,Tanby,1852947.951,0.01
5276459666,Donnamarie,Ogdahl,2279932.097,0.01
5806234041,Krisha,Mattiuzzi,62035.706,0.02
5319348966,Harriette,Ovendale,3279359.853,0.02
7231949869,Ario,Bartolomeo,2319910.705,0.04
2372704563,Ximenez,Hanigan,4351170.883,0.04
7097502332,Kendra,Fone,4506441.839,0.02
8870309574,Hammad,Witter,638736.955,0.03
2941248270,Cecil,Tomley,3343920.057,0.02
1339229625,Erv,Edworthie,1044308.904,0.02
4094028978,Glory,Fetherby,2001504.826,0.05
8691815589,Meggi,Tadlow,1503853.173,0.05
3512933975,Meade,Holhouse,278521.069,0.02
3441095840,Tiphani,Alenichicov,4485130.406,0.03
2973701292,Alejoa,Corish,3546936.072,0.04
3621349004,Walsh,Oake,4569785.01,0.02
3062717437,Elke,Grand,459247.445,0.05
4581977032,Hollis,Heddon,2934023.027,0.05
2413646536,Melvin,Umney,1310956.192,0.04
7931320303,Honor,Tungay,1889420.408,0.02
2350719219,Frederic,Crellin,4066012.674,0.04
8744952181,Obie,Dudderidge,2771569.336,0.02
7334153011,Astrix,Spowart,134030.379,0.02
8893548382,Lavina,Kellington,3708603.656,0.02
1763632225,Giordano,Breit,2190876.455,0.03
6816603785,Basia,Digweed,1736401.176,0.03
8409804154,Cindra,Zanassi,2424284.052,0.02
8345540105,Jamima,Dunbabin,482052.995,0.02
2400200467,Gertrude,Pickless,2131697.626,0.01
9442319465,Thorstein,Turbat,920399.212,0.01
8598435033,Carroll,Van Velden,4573320.886,0.01
3412707499,Rodina,Mellmer,71577.688,0.03
4207043643,Spike,Kainz,646334.339,0.02
2147550942,Chrisy,Stoade,3702121.479,0.05
3112859568,Aviva,Flaherty,826976.632,0.02
8356522543,Polly,Lelande,1290063.316,0.03
8455395838,Elyn,Cochet,1004022.849,0.03
2615131699,Goraud,Leathlay,4181570.469,0.05
5382005159,Dody,Siney,1103390.439,0.02
4376549726,Filberto,Spellecy,3700774.167,0.04
9661582274,Dionysus,Flintiff,2754999.162,0.02
1631048489,Cosmo,Lanfer,4568315.994,0.02
8007652283,Fraser,Edworthy,4399107.812,0.01
5509518263,Lemmy,Teliga,220284.318,0.02
1696112546,Vickie,Fortescue,2630349.456,0.04
6960657477,Haze,Smallsman,1106682.97,0.02
9783809725,Dulci,Lapides,2245685.14,0.04
9258881931,Worden,Treend,3171446.804,0.03
8926349040,Cleavland,Mayho,3666573.665,0.02
2487170010,Lavinia,Swinnerton,1807024.192,0.02
1591863414,Skell,Belin,1175674.451,0.01
7717815803,Torrie,Aspenlon,3480557.188,0.03
9117232050,Tarah,Wisam,3530514.88,0.04
5944343561,Fons,Dehm,2764789.952,0.04
4042698006,Pia,Lemm,4762435.616,0.04
5351670207,Joann,Ribeiro,45886.405,0.02
2311900801,Maegan,Ferro,3458020.234,0.02
6975424277,Chick,Reichhardt,3798432.376,0.04
6041669858,Codie,Smallacombe,4089893.563,0.04
5063353600,Jolee,Hatchell,898281.888,0.04
7761857326,Chrissy,Capener,4943575.573,0.03
3454187471,Eveline,Pattlel,13952.252,0.03
5912147779,Glory,Bizley,755850.951,0.02
1562465943,Keenan,Kivelle,2159107.669,0.02
2283650402,Alfy,Camsey,1287034.177,0.02
9767798564,Evelyn,Glading,3571923.312,0.02
2128390212,Adrienne,Cudd,4231022.407,0.04
1649469792,Braden,Sandland,250633.702,0.04
6010020144,Carlyle,Raspel,4128515.806,0.01
1289448139,Currey,Giacopazzi,2965187.86,0.01
9791655104,Malinda,Bernardotte,2067283.348,0.03
1513875846,Kenn,Learmount,4104899.656,0.03
5261324417,Cecelia,Checci,4510979.692,0.04
6033220123,Immanuel,Chazotte,4608281.489,0.02
9445329227,Kimball,Fitchell,3405593.832,0.03
6358972983,Ellyn,Quiddihy,967719.787,0.02
3952465503,Gayle,Wollaston,195452.669,0.05
5143758910,Jason,Scrowson,3600873.532,0.03
8265751314,Rodrick,Collecott,2743500.103,0.04
7778671915,Ruttger,Fattore,4419192.053,0.04
8994135651,Lainey,Jankovic,1261568.159,0.01
7447809300,Giovanni,Edgson,4738342.45,0.03
2249869373,Brandi,Eustice,4354390.338,0.03
6234529945,Sherm,Chalk,1627387.934,0.04
6156394943,Marielle,Toman,1485329.929,0.04
2724664767,Reade,Adamides,307708.592,0.03
6600240056,Amery,Godber,151515.344,0.02
1419085765,Lindsay,Conklin,1259561.154,0.04
5803800497,Moises,Sextone,4326599.384,0.02
8809641243,Alleyn,McArley,557311.275,0.03
1131874023,Oliy,Eakly,2385197.19,0.02
8131886521,Aindrea,Dyhouse,586813.769,0.01
8448554555,Sammy,Burburough,2180393.844,0.02
1892512870,Korella,Lillicrop,1120841.111,0.05
3871146921,Jeanna,Joe,3381134.942,0.02
3313844406,Ruthie,Frowd,977206.427,0.02
1351872507,Darcie,O'Shevlan,2265610.556,0.01
2600802700,Nola,Mumm,1784810.146,0.03
8964127668,Rae,Dablin,3240113.262,0.03
8931530494,Averell,Beiderbecke,4521813.104,0.03
8897568190,Asher,Le Batteur,4030541.104,0.03
5015173034,Gianina,Beards,1232863.633,0.02
5895165940,Roanna,Vasovic,2921658.089,0.04
6167976054,Allyn,Foad,3216365.606,0.05
8266445189,Conny,Macconaghy,2462389.034,0.02
2156536447,Garrott,Scragg,3193779.461,0.02
5383054967,Roselia,Fewster,3021161.219,0.03
1350764993,Consalve,Goldes,302536.162,0.04
8958493524,Lynnette,Rossander,4333350.445,0.03
8068221094,Jenda,Speakman,3325529.875,0.04
3855399938,Hoebart,Matussow,1895612.205,0.04
2697547455,Maddy,Woodthorpe,698500.586,0.01
8432404058,Reuben,Wilfing,4680131.102,0.05
7524397641,Cosetta,Haughey,3211686.411,0.03
2587377871,Shawnee,Whapples,2856114.275,0.04
7587906738,Raoul,Dowsing,506890.707,0.03
8434419242,Cathrin,Hovert,2445835.239,0.05
3370617035,Guenna,Gallanders,462993.996,0.02
4234692893,Calli,Threadgill,2596780.439,0.03
1194031830,Doloritas,Deviney,169940.847,0.04
9931213610,Corrina,Francklyn,4964445.754,0.04
8535604711,Broderick,McWhan,952307.294,0.05
5646197044,Isidora,Dade,4392684.312,0.04
9821132318,Fanechka,Huddlestone,1811701.038,0.03
7629046686,Doralin,Tiddy,1857052.737,0.05
9212756852,Julita,Kilban,1104398.831,0.01
7188927384,Cedric,Costin,1223979.222,0.04
4070497417,Alfie,Janicki,3336134.471,0.01
1144573361,Verina,Epilet,314942.06,0.02
2486210305,Tedmund,Lorait,3232233.426,0.05
6420699835,Janey,Phillippo,842791.725,0.05
5392517854,Dare,Gabe,2831444.413,0.02
9340455475,Maure,Parbrook,4811817.799,0.03
9714993186,Fianna,Meredith,2731477.828,0.04
5032677453,Dixie,McManamon,4218210.427,0.02
8311950847,Harriott,Marwick,4737060.446,0.02
2424512151,Lorette,McClelland,2023434.823,0.03
1691087754,Florida,Rustman,2912681.499,0.02
1815997394,Aggy,Foxton,1812877.647,0.01
5003281817,Joaquin,Fazan,3047508.339,0.02
9646151139,Raeann,Lob,2903983.875,0.04
1417073427,Kelsy,Lidgley,1370284.06,0.04
1983893919,Rex,Blazejewski,4155326.805,0.04
2303473560,Hildagarde,Sheere,1031778.499,0.03
5895936414,Marty,Greedier,3021594.781,0.03
2036446442,Gerrilee,Vears,2925317.954,0.03
4949444160,Humfried,Grantham,2501785.231,0.02
3226873137,Cathyleen,Hebner,612960.066,0.01
4408034874,Anna-maria,Everil,1765354.912,0.05
5477786365,Jabez,Kain,1050679.789,0.03
3861254830,Myrilla,McRobbie,3116582.849,0.04
9493899801,Lara,Roder,2887544.94,0.04
8917041202,Sawyer,Simak,2302373.871,0.01
8921022107,Vanessa,Colwell,566756.935,0.05
6557823773,Georgia,Carsberg,4235289.711,0.02
7275795767,Chase,Bourdel,4184205.04,0.03
1730914339,Redd,Dickins,3210902.035,0.03
5340413318,Casey,Danielian,1015270.346,0.04
1728120732,Essie,McGaugan,1678857.021,0.02
3981788600,Dacie,Scutchings,1788416.82,0.02
3357958206,Neala,Proud,716796.275,0.02
5941296296,Evie,Goodding,1605808.215,0.04
8091409341,Kaspar,Agott,2714015.435,0.02
5010057205,Lynnette,Saleway,1391703.749,0.02
1852441036,Ashil,De Normanville,3215064.41,0.02
5811506929,Sal,Mordon,4357091.835,0.01
8050448782,Darsey,Anglim,2772096.989,0.02
4747078781,Ellen,Brumfitt,3388553.705,0.02
6633052970,Lenette,McKelvie,1413178.027,0.01
5280220542,Flossy,Latore,3961691.813,0.03
2479131144,Evelina,Slorach,972299.68,0.02
8228506868,Maire,Coatts,175752.021,0.03
7024550300,Melessa,Awton,3805638.517,0.04
6514133512,Meredith,Horbart,2215891.297,0.02
7717444628,Margalit,Brookwell,2040914.751,0.04
3799716170,Melany,Kantor,2808614.272,0.01
2203225966,Elias,Edridge,104513.566,0.02
2090711014,Merola,Echelle,4898454.626,0.05
9391769448,Graham,Norker,3217344.623,0.05
6914431264,Alane,Andino,2345286.437,0.04
1360724564,Lester,Rendall,2812523.814,0.02
5466333403,Josi,Ronci,4320363.275,0.04
5350334481,Matthus,Sivills,1088709.473,0.02
5903761620,Alvan,Pont,3505613.611,0.04
5730367318,Holmes,Kiddell,720330.053,0.02
6767757593,Bryana,Bromell,3396675.437,0.05
8637377331,Rochella,Bonnaire,472280.588,0.02
8574919850,Georgy,Greg,3545275.128,0.02
6822322941,Dee,McCarry,1084598.277,0.04
5338942654,Netta,Heggman,1872626.788,0.02
9275055810,Rayna,Hartford,4031770.595,0.02
3519271933,Brose,Wadforth,113105.467,0.05
9919585451,Bard,Janz,328164.127,0.02
9113047145,Keeley,Bourgourd,2425231.369,0.04
4722709744,Nolly,Manders,2995905.059,0.03
6373478209,Raymond,Cawt,2886936.59,0.04
3159604711,Leonanie,Letterick,3715072.513,0.02
5130213178,Eberhard,Bellringer,4813962.381,0.02
8248961744,Carmela,Cattroll,470590.509,0.04
5438114437,Lonee,Passion,2789523.593,0.02
4682532409,Kaile,Grzegorecki,2726106.949,0.04
5497108269,Dianemarie,Constantine,4348836.432,0.02
1894187873,Maurise,Grishukhin,3367245.325,0.01
7588411833,Tabb,Remmer,1827759.07,0.05
6220752685,Rosabella,Woehler,1948186.543,0.03
2636104184,Ode,Padgham,3004538.206,0.03
4531635624,Annabella,Decreuze,2439916.695,0.05
8606721250,Ivette,MacAdam,3649055.718,0.04
3565639069,Leanor,Tudor,3698638.509,0.04
3876196795,Jose,Zapater,2702940.133,0.03
3083634858,Olia,Smout,155521.567,0.03
5483067615,Mace,M'Quharg,2814850.064,0.04
9939499910,Caresa,Lamblot,784224.582,0.03
9698318295,Burty,Perse,1859425.585,0.04
7466400438,Tod,Uttridge,924448.098,0.04
4118991393,Ellynn,Terese,4129338.362,0.03
3130334517,Dorella,Bakesef,2472674.085,0.02
1975942152,Adolpho,Fell,659845.306,0.04
9338268860,Vincenty,Macconaghy,4386487.914,0.03
7553631244,Gil,Robroe,265040.926,0.02
1757387388,Calv,Bowman,4911372.116,0.01
1428015950,Sig,Ivie,783125.323,0.03
1862926811,Caresse,Landre,2724733.034,0.04
4611692276,Fanny,Toun,453907.064,0.02
7229670479,Filbert,Burfitt,1909527.838,0.02
6291086784,Lea,Marty,470431.74,0.04
4830250635,Andriette,Hurtado,3255272.885,0.04
4392284476,Sarette,Taylerson,1938596.036,0.04
9230266877,Davey,Kyttor,2650508.601,0.02
4512836338,Ida,Hellmer,1694486.297,0.04
2597268274,Natasha,Corfield,1698391.554,0.04
1046629037,April,Maro,4283579.104,0.02
6125897202,Katie,Stood,2161835.292,0.04
5646933729,Mack,Posselt,1647938.162,0.04
8035419444,Teriann,Trase,1400221.647,0.03
6933435564,Tanney,Hardwin,2750299.778,0.01
9154824603,Drusy,Leaning,4755149.548,0.02
7445370445,Paola,Blenkharn,466779.236,0.04
8043537114,Vaughan,Garth,1993129.407,0.04
7442373839,Quinn,Breslin,3659547.374,0.03
9772895957,Tiler,Simm,3671102.102,0.04
1329493886,Harmon,Wilkin,2582852.18,0.05
6014000145,Benita,Anscott,1038629.766,0.05
6350139800,Minta,Syfax,3062214.206,0.02
5075289698,Rickie,Guitton,1518722.602,0.02
1419172956,Drugi,Ivison,504641.758,0.02
8381610080,Moritz,Amiranda,1421628.861,0.02
3456993236,Ansley,Challiner,4826201.233,0.05
7205153741,Noby,Lappine,3308636.164,0.02
3223339117,Noell,Huison,780230.462,0.02
2231063322,Alexandro,Mellor,23313.215,0.01
5544287010,Guglielmo,Vaney,534301.392,0.02
9369074030,Pascal,Kingsnoad,1356256.126,0.03
1991285520,Zsa zsa,Sprasen,4336902.453,0.04
6030890875,Birgitta,Treat,3767687.978,0.04
2951218722,Marna,Luter,3747135.095,0.04
9496226224,Jere,Prestage,837929.002,0.02
7312091754,Helen,Fetherby,555777.612,0.02
5296967341,Mil,Brecken,2759595.956,0.02
9262539430,Tailor,Boissieux,3945053.647,0.02
4228661937,Vivianna,Ruckman,88860.425,0.03
3370514872,Lani,Carbry,3072081.542,0.05
4563356313,Nichol,Tanguy,2751630.666,0.05
2644659503,Esra,Treversh,3131443.768,0.01
5503045284,Rania,Kapelhoff,3488929.863,0.03
5057525860,Manuel,Hapke,1957292.768,0.03
2506335835,Ralf,Geelan,4298537.37,0.02
8193409069,Rae,Thebeau,1074111.811,0.02
3690238540,Burl,Waddicor,610856.492,0.03
3745885870,Gottfried,Gasperi,1649841.077,0.02
6304958723,Salomi,Parke,428063.195,0.02
2098453391,Paulina,Drane,999360.921,0.05
7407186522,Evvie,Holleworth,1574127.506,0.05
1261585688,Chance,MacGahey,3125312.525,0.02
9515106397,Gannie,Muddiman,3036473.66,0.04
5054367916,Susi,Screaton,2908872.331,0.05
6150042705,Hewitt,Pingston,2342444.923,0.04
6095575865,Vernon,Jenne,1016538.361,0.03
